	ElementName	DataType	Size	Required	ElementDescription	ValueRange	Notes	Aliases
2785	nffi_19	Integer		Recommended	I would rather cooperate with others than compete with them.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"compete	neo2_19	neo_19"
2786	nffi_20	Integer		Recommended	I try to perform all the tasks assigned to me conscientiously.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"dotasks	neo2_20	neo_20	neoffi_20"
2787	nffi_21	Integer		Recommended	I often feel tense and jittery.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"jittery	neo2_21	neo_21	neo_ne5	neoffi_21	nffi00_5	nffi1_5	nffi2_5"
2788	nffi_22	Integer		Recommended	I like to be where the action is.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"action	neo2_22	neo_22	neoffi_22"
2789	nffi_23	Integer		Recommended	Poetry has little or no effect on me.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_23	neo_23	neoffi_23	poetry"
2790	nffi_24	Integer		Recommended	I tend to be cynical and skeptical of others' intentions.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"cynical	neo2_24	neo_24"
2791	nffi_25	Integer		Recommended	I have a clear set of goals and work toward them in an orderly fashion.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_25	neo_25	neoffi_25	setgoal"
2792	nffi_26	Integer		Recommended	Sometimes I feel completely worthless.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_26	neo_26	neo_ne6	neoffi_26	nffi00_6	nffi1_6	nffi2_6	worthles"
2793	nffi_27	Integer		Recommended	I usually prefer to do things alone.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"doalone	neo2_27	neo_27"
2794	nffi_28	Integer		Recommended	I often try new and foreign foods.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_28	neo_28	newfood"
2795	nffi_29	Integer		Recommended	I believe that most people will take advantage of youIf you let them.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"advntage	neo2_29	neo_29"
2796	nffi_30	Integer		Recommended	I waste a lot of time before settling down to work.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_30	neo_30	neoffi_30	wstetime"
2797	nffi_31	Integer		Recommended	I rarely feel fearful or anxious.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"feelfear	neo2_31	neo_31	neo_ne7	neoffi_31	nffi00_7	nffi1_7	nffi2_7"
2798	nffi_32	Integer		Recommended	I often feel asIfI'm bursting with energy.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"feelengy	neo2_32	neo_32	neoffi_32"
2799	nffi_33	Integer		Recommended	I seldom notice the moods or feelings that different environments produce.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"feelmood	neo2_33	neo_33	neoffi_33"
2800	nffi_34	Integer		Recommended	Most people I know like me.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"likeme	neo2_34	neo_34"
2801	nffi_35	Integer		Recommended	I work hard to accomplish my goals.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_35	neo_35	neoffi_35	workhard"
2802	nffi_36	Integer		Recommended	I often get angry at the way people treat me.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_36	neo_36	neo_ne8	neoffi_36	nffi00_8	nffi1_8	nffi2_8	treatme"
2803	nffi_37	Integer		Recommended	"I am a cheerful	 high-spirited person."	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"highsprt	neo2_37	neo_37	neoffi_37"
2804	nffi_38	Integer		Recommended	I believe we should look to our religious authorities for decisions on moral issues.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"moraliss	neo2_38	neo_38"
2805	nffi_39	Integer		Recommended	Some people think of me as cold and calculating.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"coldcalc	neo2_39	neo_39	neoffi_39"
2806	nffi_40	Integer		Recommended	"When I make a commitment	I can always be counted on to follow through."	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"counton	neo2_40	neo_40	neoffi_40"
2807	nffi_41	Integer		Recommended	"Too often when things go wrong	I get discouraged and feel like giving up."	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"gowrong	neo2_41	neo_41	neo_ne9	neoffi_41	nffi00_9	nffi1_9	nffi2_9"
2808	nffi_42	Integer		Recommended	I am not a cheerful optimist.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_42	neo_42	optimist"
2809	nffi_43	Integer		Recommended	"Sometimes whenI am reading poetry or looking at a work of art	 I feel a chill or wave of excitement."	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_43	neo_43	neoffi_43	workart"
2810	nffi_44	Integer		Recommended	I'm hard-headed and tough-mindedIn my attitudes.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"hardhead	neo2_44	neo_44"
2811	nffi_45	Integer		Recommended	SometimesI'm not as dependable or reliable asI should be.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_45	neo_45	neoffi_45	reliable"
2812	nffi_46	Integer		Recommended	I am seldom sad or depressed.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_46	neo_46	neo_ne10	neoffi_46	nffi00_10	nffi1_10	nffi2_10	saddepr"
2813	nffi_47	Integer		Recommended	My lifeIs fast-paced.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"fastpace	neo2_47	neo_47	neoffi_47"
2814	nffi_48	Integer		Recommended	I have little interest in speculating on the nature of the universe or the human condition.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_48	neo_48	neoffi_48	universe"
2815	nffi_49	Integer		Recommended	I generally try to be thoughtful and considerate.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_49	neo_49	neoffi_49	thoughtf"
2816	nffi_50	Integer		Recommended	I am a productive person who always gets the job done.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"jobdone	neo2_50	neo_50	neoffi_50"
2817	nffi_51	Integer		Recommended	I often feel helpless and want someone else to solve my problems.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_51	neo_51	neo_ne11	neoffi_51	nffi00_11	nffi1_11	nffi2_11	solvprob"
2818	nffi_52	Integer		Recommended	I am a very active person.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"active	neo2_52	neo_52	neoffi_52"
2819	nffi_53	Integer		Recommended	I have a lot of intellectual curiosity.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"icurious	neo2_53	neo_53	neoffi_53"
2820	nffi_54	Integer		Recommended	"If I don't like people	 I let them know it."	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"dontlike	neo2_54	neo_54	neoffi_54"
2821	nffi_55	Integer		Recommended	I never seem to be able to get organized.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_55	neo_55	neoffi_55	organizd"
2822	nffi_56	Integer		Recommended	At timesI have been so ashamedI just want to hide.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"ashamed	neo2_56	neo_56	neo_ne12	neoffi_56	nffi00_12	nffi1_12	nffi2_12"
2823	nffi_57	Integer		Recommended	I would rather go my own way than be a leader of others.	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"leader	neo2_57	neo_57	neoffi_57"
2824	nffi_58	Integer		Recommended	I often enjoy playing with theories or abstractIdeas.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"abstract	neo2_58	neo_58	neoffi_58"
2825	nffi_59	Integer		Recommended	"If necessary	 I am willing to manipulate people to get what I want."	1::5;-7;999	5=Strongly Disagree; 4=Disagree; 3=Neutral; 2=Agree; 1=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"manipul	neo2_59	neo_59	neoffi_59"
2826	nffi_60	Integer		Recommended	I strive for excellence in everything I do.	1::5;-7;999	1=Strongly Disagree; 2=Disagree; 3=Neutral; 4=Agree; 5=Strongly agree; -7=Refused; 999 = Prefer not to answer/Left blank	"neo2_60	neo_60	neoffi_60	strive"
2831	neo2_score_ag	Float		Recommended	Agreeableness		"4	9r	14r	19r	24r	29	34	39r	44r	49	54r	59r"	
2832	neo2_score_co	Float		Recommended	Conscientiousness		"5	10	15r	20	25	30r	35	40	45r	50	55r	60"	
2833	neo2_score_ex	Float		Recommended	Extraversion		"2	7	12r	17	22	27r	32	37	42r	47	52	57r"	
2834	neo2_score_ne	Float		Recommended	Neuroticism		"1r	 6	 11	 16r	 21	 26	 31r	 36	 41	 46r	 51	 56"	neo_ne_total
2835	neo2_score_op	Float		Recommended	Openess		"3	8	13	18r	23r	28r	33r	38	43	48r	53	58"	
2839	respondent	String	20.0	Recommended	Respondent	Mother;Father;Parent;Guardian;Teacher;Child;Self;Caregiver;Partner;Other;NA	NA=Not Applicable	
2848	time_first_click	String	11.0	Recommended	Time at first click		HH:MM:SS AM/PM	neoffi_time_first_click
2849	time_last_click	String	11.0	Recommended	Time at last click		HH:MM:SS AM/PM	neoffi_time_last_click
2850	time_page_submit	String	11.0	Recommended	Time at scale submission		HH:MM:SS AM/PM	neoffi_time_page_submit
2851	time_click_count	Integer		Recommended	(Total) Number of clicks during scale completion			neoffi_time_click_count
2852	tot_timing	Float		Recommended	Total timing/time to complete scale		In minutes	neoffi_tot_timing
2853	qc_tot_num_items	Integer		Recommended	Quality Control (QC) (total) number of items (completed)			qc_neoffi_tot_num_items
2854	qc_tot_num_nonresp	Integer		Recommended	Quality Control (QC) (total) number of non-response items			qc_neoffi_tot_num_nonresp
2855	qc_neoffi_neur_num_items	Integer		Recommended	Quality Control (QC) NEOFFI Neuroticism subscale total number of items			
2856	qc_neoffi_neur_num_nonresp	Integer		Recommended	Quality Control (QC) NEOFFI Neuroticism subscale total number of nonresponse items			
2857	qc_neoffi_extra_num_items	Integer		Recommended	Quality Control (QC) NEOFFI Extraversion subscale total number of items			
2858	qc_neoffi_extra_num_nonresp	Integer		Recommended	Quality Control (QC) NEOFFI Extraversion subscale total number of nonresponse items			
2859	qc_neoffi_open_num_items	Integer		Recommended	Quality Control (QC) NEOFFI Openness to Experience subscale total number of items			
2860	qc_neoffi_open_num_nonresp	Integer		Recommended	Quality Control (QC) NEOFFI Openness to Experience subscale total number of nonresponse items			
2861	qc_neoffi_agree_num_items	Integer		Recommended	Quality Control (QC) NEOFFI Agreeability subscale total number of items			
2862	qc_neoffi_agree_num_nonresp	Integer		Recommended	Quality Control (QC) NEOFFI Agreeability subscale total number of nonresponse items			
2863	qc_neoffi_consc_num_items	Integer		Recommended	Quality Control (QC) NEOFFI Conscientiousness subscale total number of items			
2864	qc_neoffi_consc_num_nonresp	Integer		Recommended	Quality Control (QC) NEOFFI Conscientiousness subscale total number of nonresponse items			
2865	subjectkey	GUID		Required	The NDAR Global Unique Identifier (GUID) for research subject	NDAR*		
2866	src_subject_id	String	20.0	Required	Subject ID how it's defined in lab/project			"CATIEID	Participant_ID	bid	catieid	newid	participant_id	record_id	subject	subject_id"
2867	interview_age	Integer		Required	Age in months at the time of the interview/test/sampling/imaging.	0::1440	"Age is rounded to chronological month. If the research participant is 15-days-old at time of interview	 the appropriate value would be 0 months. If the participant is 16-days-old	 the value would be 1 month."	"age	dema1"
2868	interview_date	Date		Required	Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY			"date_of_interview	date_of_interview_contact	date_of_rating	panss_date	pnsdate"
2869	sex	String	20.0	Required	Sex of subject at birth	M;F; O; NR	M = Male; F = Female; O=Other; NR = Not reported	"dema2	demo_1	gender"
3096	panss_general	Integer		Recommended	PANSS General score			"GENPSYCH	PANSS_genr	general_score	panss_g	panss_gen_subtotal	panss_general_total	panss_genscale	panss_pos_total	pns_genr	ppossxstot"
3097	panss_negative	Integer		Recommended	PANSS Negative score			"NEGATIVE	PANSS_nega	negative_score	panss_n	panss_neg_subtotal	panss_neg_total	panss_negative_total	panss_negscale	pnegsxstot	pns_nega"
3098	panss_positive	Integer		Recommended	PANSS Positive score			"PANSS_posit	POSITIVE	panss_gen_total	panss_p	panss_pos_subtotal	panss_positive_total	panss_posscale	pgensxstot	pns_post	positive_score"
3100	pos_p1	Integer		Recommended	"DELUSIONS-Beliefs which are unfounded	 unrealistic and idiosyncratic. Basis for rating: Thought content expressed in the interview and its influence on social relations and behavior."	1::7; -999; -2; -5; -8	1 = Absent; 2 = Minimal; 3 = Mild; 4 = Moderate; 5 = Moderate Severe; 6 = Severe; 7 = Extreme; -999 = Missing; -2 = Not collected at this time point; -5 = Item/Instrument not collected; -8 = Unknown	"PANSSP01	PANSS_delu	p1	pan_score_p1	panss1	panss_delu	panss_p01	panss_p1	panssp01	panssp1	pns_delu	pnsap1"
3101	pos_p2	Integer		Recommended	"CONCEPTUAL DISORGANIZATION: Disorganized process of thinking characterized by disruption of goal-directed sequencing	 e.g.	 circumstantiality	 loose associations	 tangentiality	 gross illogicality or thought block. Basis for rating: Cognitive-verbal processes observed during the course of interview."	1::7; -999; -2; -5; -8	1 = Absent; 2 = Minimal; 3 = Mild; 4 = Moderate; 5 = Moderate Severe; 6 = Severe; 7 = Extreme; -999 = Missing; -2 = Not collected at this time point; -5 = Item/Instrument not collected; -8 = Unknown	"PANSSP02	PANSS_conc	p2	pan_score_p2	panns_p2	panss2	panss_conc	panss_p02	panss_p2	panssp02	panssp2	pns_conc	pnsap2"
